pickup_datetime,fare_amount,fare_class,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2010-04-22 19:17:18 UTC,4.1,0,-73.983283,40.767961,-73.983058,40.760226,4
2010-04-16 10:51:46 UTC,5.7,0,-73.990872,40.770061,-73.99266,40.758055,1
2010-04-15 13:49:17 UTC,8.5,0,-73.987343,40.744441,-73.998595,40.723077,3
2010-04-21 10:56:45 UTC,8.9,0,-73.990437,40.75596,-73.966814,40.753099,1
2010-04-15 18:41:00 UTC,5.7,0,-73.983327,40.77109,-73.98708,40.761342,1
2010-04-23 05:48:00 UTC,17.3,1,-73.972473,40.756065,-73.98706,40.695388,1
2010-04-18 02:29:18 UTC,19.7,1,-73.953932,40.77489,-73.991629,40.692653,1
2010-04-19 21:52:05 UTC,6.5,0,-74.006677,40.731751,-73.992631,40.725322,1
2010-04-19 13:03:05 UTC,9.3,0,-73.997474,40.741754,-74.017306,40.708701,1
2010-04-20 15:15:57 UTC,5.3,0,-73.952672,40.783189,-73.946997,40.780338,1
2010-04-17 03:38:57 UTC,10.5,1,-73.988601,40.731441,-73.991225,40.762064,2
2010-04-22 07:12:15 UTC,4.1,0,-73.982698,40.782627,-73.974056,40.785545,1
2010-04-24 07:31:24 UTC,12.5,1,-73.943431,40.789121,-73.938851,40.760711,1
2010-04-17 08:55:31 UTC,5.7,0,-73.938307,40.796139,-73.950246,40.783062,1
2010-04-11 04:38:23 UTC,4.1,0,-73.965481,40.754704,-73.963876,40.761375,2
2010-04-22 07:21:46 UTC,3.3,0,-73.978084,40.752493,-73.982444,40.747667,1
2010-04-12 00:13:05 UTC,6.9,0,-73.978649,40.77729,-73.953353,40.776815,1
2010-04-23 08:15:54 UTC,5.7,0,-73.952393,40.772572,-73.963613,40.761085,1
2010-04-15 01:44:58 UTC,4.5,0,-73.988148,40.74392,-73.977857,40.744346,2
2010-04-20 20:20:43 UTC,5.3,0,-74.003129,40.727532,-73.987244,40.721334,1
2010-04-22 10:16:06 UTC,12.9,1,-73.985708,40.768387,-74.008642,40.72007,1
2010-04-16 18:35:42 UTC,6.5,0,-73.98225,40.76805,-73.990424,40.773299,1
2010-04-15 13:12:19 UTC,7.7,0,-73.993986,40.746353,-73.979097,40.76146,1
2010-04-21 19:12:41 UTC,5.3,0,-73.983339,40.766684,-73.989901,40.757213,1
2010-04-23 07:27:45 UTC,4.9,0,-73.977788,40.751939,-73.985002,40.741502,1
2010-04-15 23:40:49 UTC,16.5,1,-74.006483,40.738253,-73.963773,40.803116,1
2010-04-12 12:15:12 UTC,5.3,0,-73.98581,40.740728,-73.975417,40.755225,1
2010-04-13 21:44:38 UTC,15.3,1,-74.00311,40.707714,-73.943505,40.684023,1
2010-04-12 21:50:00 UTC,6.1,0,-73.98154,40.780628,-73.963245,40.774232,1
2010-04-22 11:31:40 UTC,6.9,0,-73.958753,40.775134,-73.97007,40.761508,1
2010-04-14 08:04:01 UTC,9.7,0,-73.957533,40.785211,-73.983742,40.755341,1
2010-04-23 19:25:00 UTC,7.7,0,-73.981888,40.766922,-73.979208,40.746752,5
2010-04-11 16:24:38 UTC,6.1,0,-73.980996,40.741597,-73.987405,40.75047,1
2010-04-18 02:01:36 UTC,9.3,0,-73.982655,40.763941,-73.98774,40.731727,1
2010-04-14 22:43:35 UTC,7.3,0,-73.978324,40.766473,-73.955038,40.785911,1
2010-04-11 19:48:32 UTC,26.9,1,-73.969629,40.800345,-73.868549,40.863298,1
2010-04-21 12:31:07 UTC,49.57,1,-74.000371,40.758514,-73.786309,40.638561,1
2010-04-21 13:51:47 UTC,9.7,0,-73.96789,40.765415,-73.970786,40.795118,1
2010-04-19 15:42:32 UTC,6.9,0,-73.987288,40.738882,-73.969084,40.759302,1
2010-04-21 07:41:09 UTC,7.7,0,-73.982015,40.778332,-73.997106,40.75626,1
2010-04-14 15:53:14 UTC,6.5,0,-73.968896,40.764178,-73.971261,40.752023,1
2010-04-16 07:32:49 UTC,7.7,0,-73.948048,40.779414,-73.939186,40.804774,1
2010-04-22 08:49:45 UTC,7.3,0,-73.970192,40.762433,-73.95849,40.781107,1
2010-04-21 22:43:00 UTC,5.3,0,-73.996098,40.725423,-74.003885,40.737323,1
2010-04-13 07:20:02 UTC,4.9,0,-73.989807,40.756731,-73.979664,40.756958,1
2010-04-20 15:25:55 UTC,7.3,0,-73.967255,40.76489,-73.976285,40.775889,3
2010-04-11 12:43:39 UTC,8.9,0,-74.007101,40.718182,-73.990517,40.693858,1
2010-04-20 11:25:30 UTC,4.1,0,-73.987177,40.7627,-73.982102,40.769578,2
2010-04-21 14:33:06 UTC,16.1,1,-74.002429,40.750269,-73.962035,40.772162,1
2010-04-19 10:23:42 UTC,16.9,1,-74.012346,40.706585,-73.987214,40.74454,1
2010-04-13 16:59:39 UTC,5.3,0,-74.001482,40.741167,-74.002038,40.750718,1
2010-04-17 21:50:07 UTC,6.9,0,-73.982404,40.772344,-73.97438,40.788654,2
2010-04-20 15:26:37 UTC,4.1,0,-73.990193,40.737384,-73.998035,40.735199,1
2010-04-15 09:38:46 UTC,5.7,0,-73.969197,40.764173,-73.977654,40.75393,1
2010-04-11 21:07:33 UTC,6.1,0,-73.995494,40.759892,-73.984791,40.74843,1
2010-04-14 14:35:18 UTC,8.5,0,-73.980405,40.730516,-73.977859,40.751673,1
2010-04-23 22:20:52 UTC,8.9,0,-73.996724,40.737392,-73.996889,40.752998,2
2010-04-23 03:31:48 UTC,14.5,1,-73.987554,40.732408,-73.981072,40.667654,1
2010-04-22 23:03:53 UTC,16.9,1,-74.003348,40.728765,-73.96934,40.676566,1
2010-04-16 15:29:46 UTC,38.67,1,-73.863221,40.769178,-73.993539,40.76303,1
2010-04-19 10:50:04 UTC,9.7,0,-73.990757,40.723637,-73.984721,40.748498,2
2010-04-24 11:07:55 UTC,8.9,0,-73.982642,40.765523,-74.000978,40.73606,2
2010-04-16 06:08:38 UTC,5.3,0,-73.993804,40.741533,-73.983045,40.758557,1
2010-04-17 20:56:11 UTC,6.1,0,-73.788193,40.647445,-73.805477,40.65056,1
2010-04-17 01:22:41 UTC,11.3,1,-73.998581,40.724956,-73.993367,40.721784,3
2010-04-21 10:17:44 UTC,6.5,0,-73.979951,40.743047,-73.965134,40.763218,1
2010-04-20 12:20:00 UTC,3.3,0,-73.999892,40.738485,-74.004178,40.736565,5
2010-04-23 21:40:28 UTC,6.5,0,-73.980442,40.750805,-73.97998,40.732369,1
2010-04-13 14:41:55 UTC,7.3,0,-73.983245,40.779177,-73.974708,40.763603,1
2010-04-17 22:10:28 UTC,5.3,0,-73.966315,40.764612,-73.953908,40.770683,1
2010-04-18 05:32:18 UTC,4.9,0,-73.997071,40.74738,-73.990318,40.739451,1
2010-04-19 20:17:21 UTC,5.3,0,-73.968102,40.762602,-73.97396,40.749452,1
2010-04-14 17:13:11 UTC,8.5,0,-73.959638,40.762776,-73.975849,40.747477,1
2010-04-25 00:52:39 UTC,6.9,0,-73.975948,40.744647,-73.98125,40.725135,1
2010-04-25 00:18:00 UTC,9.7,0,-73.980127,40.775637,-74.000498,40.742175,5
2010-04-23 14:56:11 UTC,5.7,0,-73.957513,40.780321,-73.966601,40.772418,2
2010-04-13 18:41:32 UTC,4.9,0,-73.99449,40.750595,-73.979116,40.749461,1
2010-04-13 16:21:21 UTC,8.1,0,-73.962015,40.779277,-73.9739,40.752362,2
2010-04-24 11:56:48 UTC,3.3,0,-73.990903,40.751197,-73.9978,40.754097,1
2010-04-23 11:14:37 UTC,3.3,0,-73.974111,40.783803,-73.978419,40.777966,1
2010-04-20 07:15:11 UTC,7.3,0,-73.958064,40.779062,-73.975191,40.75463,1
